Poem,Author
"['\r\n                        Not mine own fears, nor the prophetic soul', 'Of the wide world dreaming on things to come,', 'Can yet the lease of my true love control,', ""Suppos'd as forfeit to a confin'd doom."", ""The mortal moon hath her eclipse endur'd"", 'And the sad augurs mock their own presage;', ""Incertainties now crown themselves assur'd"", 'And peace proclaims olives of endless age.', 'Now with the drops of this most balmy time', 'My love looks fresh, and Death to me subscribes,', ""Since, spite of him, I'll live in this poor rhyme,"", ""While he insults o'er dull and speechless tribes;"", 'And thou in this shalt find thy monument,', ""When tyrants' crests and tombs of brass are spent. \r\n                        "", '\n']",Shakespeare
"['\r\n                             Is it thy will thy image should keep open', '     My heavy eyelids to the weary night?', '     Dost thou desire my slumbers should be broken,', '     While shadows like to thee do mock my sight?', ""     Is it thy spirit that thou send'st from thee"", '     So far from home into my deeds to pry,', '     To find out shames and idle hours in me,', '     The scope and tenor of thy jealousy?', '     O, no! thy love, though much, is not so great:', '     It is my love that keeps mine eye awake;', '     Mine own true love that doth my rest defeat,', '     To play the watchman ever for thy sake:', '     For thee watch I whilst thou dost wake elsewhere,', '     From me far off, with others all too near. \r\n                        ', '\n']",Shakespeare
"[""\r\n                        A woman's face with Nature's own hand painted"", '     Hast thou, the master-mistress of my passion;', ""     A woman's gentle heart, but not acquainted"", ""     With shifting change, as is false women's fashion;"", '     An eye more bright than theirs, less false in rolling,', '     Gilding the object whereupon it gazeth;', ""     A man in hue, all 'hues' in his controlling,"", ""     Much steals men's eyes and women's souls amazeth."", '     And for a woman wert thou first created;', '     Till Nature, as she wrought thee, fell a-doting,', '     And by addition me of thee defeated,', '     By adding one thing to my purpose nothing.', ""     But since she prick'd thee out for women's pleasure,"", ""     Mine be thy love and thy love's use their treasure. \r\n                        "", '\n']",Shakespeare
"['\r\n                        Like as to make our appetite more keen', 'With eager compounds we our palate urge,', 'As to prevent our maladies unseen,', 'We sicken to shun sickness when we purge.', ""Even so being full of your ne'er-cloying sweetness,"", 'To bitter sauces did I frame my feeding;', 'And, sick of welfare, found a kind of meetness', 'To be diseased ere that there was true needing.', ""Thus policy in love t' anticipate"", 'The ills that were not, grew to faults assured,', 'And brought to medicine a healthful state', 'Which, rank of goodness, would by ill be cured.', '    But thence I learn and find the lesson true:', '    Drugs poison him that so fell sick of you. \r\n                        ', '\n']",Shakespeare
"[""\r\n                        TH' expense of Spirit in a waste of shame "", 'Is lust in action; and till action, lust ', 'Is perjured, murderous, bloody, full of blame, ', 'Savage, extreme, rude, cruel, not to trust; ', ""Enjoy'd no sooner but despised straight; "", 'Past reason hunted; and, no sooner had, ', ""Past reason hated, as a swallow'd bait "", 'On purpose laid to make the taker mad: ', 'Mad in pursuit, and in possession so; ', 'Had, having, and in quest to have, extreme; ', 'A bliss in proof, and proved, a very woe; ', 'Before, a joy proposed; behind, a dream. ', '\xa0\xa0\xa0All this the world well knows; yet none knows well ', '\xa0\xa0\xa0To shun the heaven that leads men to this hell. \r\n                        ', '\n']",Shakespeare
"['\r\n                             Farewell! thou art too dear for my possessing,', ""     And like enough thou know'st thy estimate:"", '     The charter of thy worth gives thee releasing;', '     My bonds in thee are all determinate.', '     For how do I hold thee but by thy granting?', '     And for that riches where is my deserving?', '     The cause of this fair gift in me is wanting,', '     And so my patent back again is swerving.', '     Thyself thou gavest, thy own worth then not knowing,', '     Or me, to whom thou gavest it, else mistaking;', '     So thy great gift, upon misprision growing,', '     Comes home again, on better judgment making.', '     Thus have I had thee, as a dream doth flatter,', '     In sleep a king, but waking no such matter. \r\n                        ', '\n']",Shakespeare
"['Look at the wooden house.', ' Multiply it to life. multiply', ' this, that will then.', ' Received giving pain', ' il smite palsy,', ' numbness rafters,', ' log, brick –', ' all those, that the chimney had saved.', 'Space, stars in a telescope', ' considering their catch,', ' bursting of voids', ' and the sum of the four corners,', ' dark, not infected by-', ' oduševlennostʹû, blind', ' the ability to look outwards,', ' feel its path.', 'He - not because your, that it', ' everything seems to you a stranger,', ' but the, what, consumed by fire,', ' he will speak not: run.', ' It is your architectural taste.', ' Designed for rugged life,', ' he of Unaddressed plus', ' neobitaemosti concise.', 'And he perestoit century,', ' galaxy, residential part', ' coming, of spider', ' to adopt the habit of spinning', ' the fabric of time, to be exact - calico', ' Teak raw,', ' like a pendulum, kolotyas', ' the wall head tenant.']",Brodsky
"['Something from another', ' opera, such as Verdi.', ' Little did at hand?', ' In general - in a whirlwind.', ' Indifferently about someone.', ' Difficult to follow', ' Ptichkin language.', ' If only without content.', 'Soon I polsta.', ' Vaughn gonoshitsya beaver', ' sheared bush.', ' Vaughn changing the face,', ' outlines how the ice floes,', ' gauze celestial clinics.', ' What is it, I - one?', ' Or went into the raspberry bushes?', 'pink graven image', ' Here I set myself.', ' In two steps - the ocean,', ' water place without rules.', ' It is unlikely that there is anyone,', ' except for the sun, sits down,', ' both managed to whisper', ' airplane bird.', 'Something about the spiral', ' in the tower. I pro araba', ' and about his seraglio.', ' This is a rare woman', ' if not sin.', ' Thought must be clear.', ' If the throat tickle,', ' tap dancing, you can take the risk.', 'The day passed. bee', ' whispers in Polish ""zbrodnya"".', ' It is better to cry yesterday,', ' than today. Today', ' because we cry,', ' what, Prostor gave podoshvam,', ' rock, reasons not schadya,', ' marking time in our past.', 'Brother, lose the thread,', ' ""Mole"" says gingham.', ' Look not to drop', ' below, than the next boot.', ' In landscape - features', ' inverted pocket.', ' orphans singing', ' happy music lover.']",Brodsky
"['Let August - the month of swallows and roofs,', ' subject to the age-old habit,', ' throws at Pulkovo bulrush', ' and throw open the shutters banging.', 'time will come, and all my tracks', ' disappear, like the ruins of Atlanta.', ' And no matter how much the adults and not look', ' on the crowd, the hills, folïantı,', 'but our feelings do not hide it', ' (as if we were working with gloves),', ' and detectives, Running on the heels,', ' they do not leave prints,', 'Therefore, for your heart,', ' collect the scattered units,', ' to my mind, nothing in the world', ' It will not be excused for oblivion.', ""But once a year, you'll remember me,"", ' birch, not warmed heather,', ' native to North, when the window', ' raging wind at the end of summer.']",Brodsky
"['Fall asleep with a bitten lip', ' among the petty thieves and drunks.', ' Weep bitterly over you', ' Obed, first parasite.', 'He dreamed of all grapes', ' away their native Italy.', ' And what do you see? Leningrad', ' in winter it irresistible.', 'When the snow along the waterfront', ' sweeping, bursting at the Foundry,', ' with his back to the wind man', ' rises in grocery stores.', 'Then comes a new verse,', ' he has no equal in strength.', ' And there is no such defenders,', ' to protect the accuracy of the.', 'This searing anguish,', ' she put on the right', ' car rigid board,', ' anticipatory glory.']",Brodsky
"['Came the dream of the seven villages.', ' Laziness came from seven villages.', ' We are going to go, Yes, just the oven.', ' Windows looking north.', ' Guards at the stream stack draw,', ' and the highway razvezlo, even take a paddle.', ' Dropped sunflower head off to stalk.', 'Whether it is rain, either waiting for the maiden.', ' Harness horses but go to her.', ' Slim work to throw a stone into a pond.', ' Podopem, the Selke Postel.', ' Why are you silent, and you look like an owl?', ' Ile cogwheels fence, as the fir forest,', ' behind which stands a tower?', 'Horse chariot take me da me.', "" There's no tower stands, and pine skit."", ' And blooms around the monastery meadow.', ' our ambarov, our setup, our rubber.', ' Not until he changed his mind, chariot hnedka.', ' All good monastery, but with a person - a wasteland', ' and Father Superior, as it is, mad.']",Brodsky
"['The day came to an end, as if it', ' He was alive and, sitting by the window,', ' I am looking at sitting down in the pines', ' light fading day', ' and I DO NOT want to light a fire,', ' and flash bright frosty smallpox', ' in the glass exceeded the Milky Way,', "" and tea was drunk, and it's time to sleep…"", ' The day came to an end, as did all the days', ' its great and unbearable life,', ' and the sun went down, and the glass is not lit', ' racemes stars, but drizzle; us', ' One candle is not broke, and tea', ' He was drunk, and, zadremyvaya chair,', ' you woke up, shuddering, if a', ' Suddenly floorboard squeak chance.', "" But it was squeaking, not caused by one's"", ' the presence; Have a night,', "" Lee's departure. That was the usual creaking"", ' cracked wood, whose age', ' It allows himself', ' poskripыvatь, firmly, that nowhere', ' not this, who cause this noise could b,', ' no one, who could hear this cry.', ' The day came to an end. And in terms of the day', ' everything was really over. What if', ' that was - had to', ' another day, as if we got into,', ' defying calligraphy, of fields,', ' giving us the right to prolixities,', ' dragging his tea, sunsets, monogram', ' window frame, şoroxi, dremotu.', 'She had lived for so long, that the days', ' Now in all its diversity', ' are able, probably, only did', ' then repeat, that they did', ' with her.']",Brodsky
